"n","methods","avg_regret","std","method_type","setting","lb","ub"
1400,"SPO_correct_Lambda_Double_Robust",1.40859450846078,0.269804345197884,"SPO Lambda Double Robust Sample Sigma","Correct linear",1.33380855948424,1.48338045743732
1400,"SPO_wrong_Lambda_Double_Robust",1.40545887448149,0.253235055381984,"SPO Lambda Double Robust Sample Sigma","Wrong linear",1.33526569832275,1.47565205064023
1600,"SPO_correct_Lambda_Double_Robust",1.35618129833361,0.246397442671708,"SPO Lambda Double Robust Sample Sigma","Correct linear",1.28788341172218,1.42447918494504
1600,"SPO_wrong_Lambda_Double_Robust",1.36797861237864,0.249765888948045,"SPO Lambda Double Robust Sample Sigma","Wrong linear",1.29874704009521,1.43721018466207
400,"SPO_correct_Clip_Double_Robust",1.8310183108719,0.281032793073069,"SPO Clip Double Robust Sample Sigma","Correct linear",1.75311999493454,1.90891662680926
400,"SPO_wrong_Clip_Double_Robust",1.82146886704938,0.276273378241295,"SPO Clip Double Robust Sample Sigma","Wrong linear",1.74488979359681,1.89804794050194
600,"SPO_correct_Clip_Double_Robust",1.61857866641669,0.295025640873402,"SPO Clip Double Robust Sample Sigma","Correct linear",1.53680173095278,1.7003556018806
600,"SPO_wrong_Clip_Double_Robust",1.67065841087268,0.311235364255313,"SPO Clip Double Robust Sample Sigma","Wrong linear",1.58438836932157,1.7569284524238
800,"SPO_correct_Clip_Double_Robust",1.56861294193757,0.295014015239323,"SPO Clip Double Robust Sample Sigma","Correct linear",1.48683922893501,1.65038665494012
800,"SPO_wrong_Clip_Double_Robust",1.56217527284293,0.288415990130996,"SPO Clip Double Robust Sample Sigma","Wrong linear",1.48223043909262,1.64212010659324
1000,"SPO_correct_Clip_Double_Robust",1.47804667989804,0.277892353924401,"SPO Clip Double Robust Sample Sigma","Correct linear",1.4010188492813,1.55507451051477
1000,"SPO_wrong_Clip_Double_Robust",1.46601326346299,0.280871221186256,"SPO Clip Double Robust Sample Sigma","Wrong linear",1.38815973296774,1.54386679395824
1200,"SPO_correct_Clip_Double_Robust",1.42696880620819,0.269213727816704,"SPO Clip Double Robust Sample Sigma","Correct linear",1.35234656801733,1.50159104439905
1200,"SPO_wrong_Clip_Double_Robust",1.41639793467203,0.260033979322139,"SPO Clip Double Robust Sample Sigma","Wrong linear",1.34432019294593,1.48847567639813
1400,"SPO_correct_Clip_Double_Robust",1.34907993676882,0.241588269891725,"SPO Clip Double Robust Sample Sigma","Correct linear",1.28211508484176,1.41604478869588
1400,"SPO_wrong_Clip_Double_Robust",1.36686628308224,0.24228781183769,"SPO Clip Double Robust Sample Sigma","Wrong linear",1.29970752802052,1.43402503814396
1600,"SPO_correct_Clip_Double_Robust",1.2910629663483,0.24000769737612,"SPO Clip Double Robust Sample Sigma","Correct linear",1.22453622677047,1.35758970592614
1600,"SPO_wrong_Clip_Double_Robust",1.31143199331742,0.236211834787754,"SPO Clip Double Robust Sample Sigma","Wrong linear",1.24595741316884,1.37690657346599
